Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
0,0.0,0,1,0.0,20,158.1,0,149.0,171,0,9,9,1.74,1,19,37,1,0,0,0,1,1,0,0,1.4,10.8,1,1,Non-Dropout
6,12.5,6,1,13.0,43,108.7,6,110.0,8014,6,10,9,-3.12,1,37,1,0,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
0,0.0,0,1,0.0,25,110.0,0,133.1,171,0,7,2,-4.06,39,1,19,1,0,0,0,19,0,0,0,2.8,15.5,1,1,Dropout
1,15.0,2,1,10.0,40,120.0,10,133.1,9238,13,9,9,-0.92,39,37,37,0,1,6,6,19,0,0,0,0.3,16.2,0,1,Dropout
5,13.375,6,1,13.33333333,20,150.0,16,150.0,9085,7,1,1,1.79,44,5,4,0,0,6,6,39,0,0,0,0.5,12.4,0,1,Non-Dropout
6,13.33333333,3,1,12.33333333,46,113.0,6,133.1,8014,13,1,9,2.02,39,37,37,0,0,6,6,12,0,0,0,0.6,11.1,0,1,Non-Dropout
14,11.64285714,20,1,13.18181818,26,118.6,18,121.0,33,23,7,5,3.51,51,19,37,0,0,14,21,1,0,0,0,1.4,8.9,0,1,Non-Dropout
7,13.07142857,6,1,12.51333333,34,148.8,9,133.1,9500,7,5,5,1.79,39,3,1,1,0,8,7,1,0,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,0,1,0.0,19,120.3,0,122.0,9853,0,5,9,1.74,18,38,37,0,0,6,6,1,1,0,0,1.4,10.8,0,3,Dropout
7,13.58571429,7,1,13.58571429,18,127.0,8,143.0,9500,8,9,9,-1.7,1,19,19,1,0,8,8,1,1,0,0,3.7,12.7,0,6,Non-Dropout
8,11.425,7,1,11.15555556,18,113.8,10,123.0,9556,9,9,4,-1.7,1,19,19,0,0,8,7,1,1,0,0,3.7,12.7,0,1,Non-Dropout
5,12.0,6,1,11.85714286,37,108.0,7,120.0,8014,9,7,9,0.79,39,38,37,1,0,6,7,1,0,0,0,-0.3,13.9,1,1,Non-Dropout
0,0.0,0,1,0.0,23,129.1,0,114.0,171,0,7,9,-3.12,17,19,38,1,0,0,0,1,0,0,0,-0.8,9.4,1,1,Non-Dropout
13,13.61538462,14,1,14.0,26,135.9,13,114.0,9070,14,7,9,-4.06,43,19,38,0,0,13,14,1,0,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,5,0,12.0,18,154.4,0,154.4,9773,8,5,3,1.74,10,19,38,0,0,6,6,1,1,0,0,1.4,10.8,0,2,Dropout
5,12.42,4,1,11.575,18,190.0,10,190.0,9500,15,4,122,1.79,15,3,2,0,0,7,7,1,1,0,0,0.5,12.4,0,1,Non-Dropout
8,13.0625,7,1,13.19857143,19,132.5,8,136.0,9500,8,2,2,2.02,17,3,3,0,0,8,7,1,1,0,0,0.6,11.1,0,4,Non-Dropout
6,12.0,6,1,13.5,18,163.3,12,163.3,9085,10,9,4,1.79,10,19,1,0,0,6,6,1,0,0,0,0.5,12.4,0,2,Non-Dropout
5,12.8,6,1,13.33333333,19,122.5,8,126.0,9670,6,3,4,3.51,1,1,3,0,0,6,6,1,1,0,0,1.4,8.9,0,1,Dropout
1,10.0,4,1,14.25,20,121.0,14,122.0,9119,10,171,191,3.51,17,1,1,0,0,5,5,1,1,0,0,1.4,8.9,1,4,Non-Dropout
4,12.0,6,1,12.16666667,22,131.8,9,137.0,9070,7,5,1,-3.12,17,1,1,1,0,6,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
7,12.21428571,7,1,12.21428571,18,135.0,8,139.0,9500,8,5,9,-1.7,1,19,1,1,0,8,8,1,1,0,0,3.7,12.7,0,3,Non-Dropout
6,13.0,6,1,12.66666667,18,141.7,6,142.0,9254,8,4,5,0.79,17,19,39,1,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
6,13.5,6,1,12.28571429,18,131.3,6,133.1,9773,7,5,5,3.51,1,38,38,1,0,6,6,1,1,0,0,1.4,8.9,0,3,Non-Dropout
6,13.0,6,1,13.0,18,123.9,6,126.0,9254,7,7,5,1.79,1,38,37,1,0,6,6,1,1,0,0,0.5,12.4,0,6,Non-Dropout
6,11.16666667,6,1,12.14285714,18,126.1,6,131.0,9254,8,4,7,3.51,1,4,3,0,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
7,13.08571429,7,1,13.87571429,19,126.5,9,131.0,9500,8,7,7,2.02,17,1,19,1,0,8,7,1,1,0,0,0.6,11.1,0,6,Non-Dropout
0,0.0,0,1,0.0,20,107.3,0,108.0,9853,0,5,5,-4.06,17,19,1,0,0,6,6,1,0,0,0,2.8,15.5,0,1,Dropout
0,0.0,6,1,11.66666667,19,95.0,7,133.1,9238,12,5,9,-4.06,17,1,19,1,0,6,6,1,1,0,0,2.8,15.5,0,4,Dropout
3,11.0,6,1,13.15384615,18,116.1,12,122.0,9085,13,7,4,-4.06,1,3,1,0,0,6,6,1,1,0,0,2.8,15.5,0,2,Non-Dropout
6,12.83333333,6,1,14.5,18,134.6,6,143.0,9070,6,7,9,1.79,1,1,1,1,0,6,6,1,1,0,0,0.5,12.4,0,4,Dropout
8,13.65625,7,1,14.44142857,18,128.0,8,135.0,9500,7,7,7,2.02,17,19,19,1,0,8,7,1,1,0,0,0.6,11.1,0,6,Non-Dropout
6,14.28571429,6,1,15.16666667,18,144.2,7,148.0,9773,6,6,2,1.79,17,3,38,0,0,6,6,1,1,0,0,0.5,12.4,0,2,Non-Dropout
4,12.625,5,1,11.6,18,129.5,12,134.0,9147,5,8,4,1.74,17,19,38,1,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,12.33333333,6,1,11.66666667,18,116.8,6,122.0,9773,6,7,4,-0.92,17,1,1,0,1,6,6,1,1,0,0,0.3,16.2,0,1,Non-Dropout
6,13.2,6,1,12.625,20,160.0,10,160.0,9003,8,6,9,-0.92,44,37,38,1,0,6,6,39,0,0,0,0.3,16.2,0,1,Non-Dropout
6,11.0,3,1,12.66666667,19,127.1,7,126.0,9238,14,5,3,-3.12,16,38,37,1,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
6,13.0,6,1,12.83333333,18,126.3,8,138.0,9130,7,6,2,3.51,17,2,19,1,0,6,6,1,1,0,1,1.4,8.9,0,1,Non-Dropout
6,13.14285714,6,1,11.85714286,19,112.9,8,115.0,9238,7,7,8,1.79,1,38,38,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
4,10.75,5,1,11.4,19,130.2,7,141.0,9853,8,5,1,-1.7,17,3,1,0,0,6,6,1,1,0,1,3.7,12.7,0,2,Non-Dropout
5,15.14285714,5,1,14.85714286,19,100.0,7,100.0,9130,10,2,3,-3.12,43,3,4,0,0,5,5,1,0,0,2,-0.8,9.4,0,1,Non-Dropout
6,15.83333333,6,1,14.71428571,19,121.6,6,130.0,9670,7,7,7,1.79,1,19,19,0,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
5,13.0,6,1,13.5,20,130.0,9,130.0,9670,6,7,2,3.51,15,42,1,0,1,6,6,1,0,0,0,1.4,8.9,0,1,Non-Dropout
5,12.4,4,1,11.5,18,121.7,5,135.0,9130,7,5,9,1.74,18,38,19,1,0,5,5,1,1,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,2,1,14.0,33,120.0,5,120.0,9147,9,7,4,1.79,7,1,39,0,0,5,5,3,0,0,0,0.5,12.4,0,1,Dropout
0,0.0,6,1,12.83333333,19,143.5,6,148.0,9853,8,5,4,0.79,1,19,19,1,0,6,7,1,0,0,0,-0.3,13.9,0,1,Dropout
8,14.75,7,1,13.42857143,18,128.3,8,136.0,9556,7,9,9,-4.06,17,1,1,1,0,8,7,1,0,0,0,2.8,15.5,0,2,Non-Dropout
0,0.0,0,1,0.0,19,111.9,0,108.0,9070,0,3,4,3.51,17,19,1,0,0,6,6,1,0,0,0,1.4,8.9,0,1,Dropout
4,11.5,3,1,11.66666667,19,140.0,14,140.0,9003,18,3,6,-4.06,44,38,38,0,0,6,6,39,0,0,0,2.8,15.5,0,1,Non-Dropout
6,14.33333333,6,1,16.0,18,137.6,7,153.0,9773,6,8,2,1.79,1,3,1,0,0,6,6,1,1,0,0,0.5,12.4,0,3,Non-Dropout
6,11.83333333,6,1,13.83333333,20,135.0,6,135.0,9238,6,5,9,1.74,1,19,19,0,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
8,13.2325,8,1,13.2325,19,133.8,9,146.0,9500,9,7,7,-3.12,1,19,37,0,0,8,8,1,1,1,1,-0.8,9.4,0,5,Non-Dropout
6,14.16666667,6,1,14.0,18,126.9,6,130.0,9773,6,9,9,-3.12,1,19,19,1,0,6,6,1,1,0,0,-0.8,9.4,1,2,Non-Dropout
0,0.0,2,1,10.0,19,106.7,6,113.0,9254,14,3,5,0.79,17,1,2,1,1,6,6,1,1,0,0,-0.3,13.9,1,2,Dropout
11,12.27272727,15,1,13.33333333,25,145.7,13,145.7,8014,16,9,9,0.79,43,37,37,0,0,13,16,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
6,14.33333333,6,1,12.5,20,153.1,6,145.0,9070,6,4,4,-1.7,17,3,3,1,0,6,6,1,1,0,0,3.7,12.7,0,3,Non-Dropout
6,11.5,6,1,12.5,19,118.7,6,126.0,8014,6,5,5,-1.7,1,38,37,0,0,6,6,1,0,0,0,3.7,12.7,0,1,Non-Dropout
0,0.0,2,1,10.5,33,161.8,5,160.0,9991,8,0,0,0.32,17,34,34,0,1,5,5,1,1,0,0,2.6,7.6,1,1,Dropout
3,11.33333333,3,1,10.66666667,18,124.9,9,134.0,9119,11,175,194,3.51,18,19,38,0,1,5,5,1,1,0,0,1.4,8.9,1,4,Non-Dropout
2,10.5,4,1,10.5,18,150.8,11,163.0,9119,9,8,5,0.32,1,19,37,0,0,5,5,1,1,3,0,2.6,7.6,1,1,Non-Dropout
5,11.4,4,1,12.0,19,130.0,6,130.0,9147,10,3,2,2.02,15,1,1,0,0,5,5,1,0,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,1,0.0,18,163.6,0,165.0,171,0,2,2,1.79,1,3,3,0,0,0,0,1,1,0,0,0.5,12.4,0,2,Non-Dropout
2,10.66666667,5,1,11.5,19,115.0,9,142.0,9147,11,171,141,0.79,43,38,19,0,0,5,5,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
6,13.5,6,1,14.0,18,136.8,6,156.0,9773,6,10,5,2.02,1,19,1,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Dropout
5,12.6,6,1,13.5,18,130.9,8,141.0,9853,7,7,2,0.32,17,3,19,0,0,6,6,1,1,0,0,2.6,7.6,0,5,Non-Dropout
8,13.07375,8,1,13.07375,18,127.0,8,143.0,9500,8,7,7,-3.12,1,19,37,0,0,8,8,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
0,0.0,2,1,10.75,37,120.0,9,133.1,9500,9,10,2,-0.92,39,38,38,0,0,7,7,19,0,0,0,0.3,16.2,0,1,Dropout
0,0.0,1,1,12.0,20,126.0,10,133.0,9238,11,4,2,-3.12,1,38,1,0,0,5,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,13.33333333,6,1,14.0,20,153.8,6,172.0,9254,6,5,5,1.74,1,37,37,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
6,13.42857143,6,1,12.33333333,21,140.0,7,140.0,9238,7,6,9,2.02,15,19,19,0,0,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
8,14.78888889,7,1,13.46428571,18,136.6,9,142.0,9500,7,4,5,1.79,17,38,1,1,0,8,7,1,0,0,0,0.5,12.4,0,1,Non-Dropout
5,11.2,3,1,10.66666667,26,105.0,9,140.0,8014,14,8,9,-4.06,39,19,1,0,0,6,6,1,0,0,1,2.8,15.5,0,1,Non-Dropout
5,12.2,5,1,11.6,41,139.4,8,133.1,9147,6,7,9,0.32,39,37,37,0,1,5,5,12,0,0,0,2.6,7.6,0,1,Non-Dropout
6,14.66666667,6,1,13.66666667,18,140.0,6,148.0,9773,6,9,3,-0.92,1,19,1,1,0,6,6,1,1,0,0,0.3,16.2,0,2,Non-Dropout
8,14.4025,8,1,14.4025,18,130.8,9,137.0,9500,9,7,9,-3.12,1,19,37,0,1,8,8,1,0,1,1,-0.8,9.4,0,4,Non-Dropout
8,16.3875,7,1,15.46875,31,138.8,8,143.0,9500,9,9,9,2.02,1,38,38,0,0,8,7,1,1,0,0,0.6,11.1,0,1,Non-Dropout
6,14.16666667,6,1,12.625,23,110.0,6,133.1,9238,8,10,4,-1.7,1,1,1,0,1,6,6,1,0,0,0,3.7,12.7,0,1,Non-Dropout
6,14.98333333,6,1,14.98333333,19,127.8,7,138.0,9500,7,9,9,0.32,1,37,19,0,0,7,7,1,1,0,0,2.6,7.6,0,4,Non-Dropout
6,13.0,6,1,15.0,20,134.2,6,138.0,9773,6,9,4,2.02,16,37,38,1,0,6,6,1,1,0,0,0.6,11.1,0,3,Non-Dropout
7,14.14285714,9,1,15.88888889,40,143.0,7,150.0,8014,9,5,7,-1.7,39,37,37,0,0,7,9,1,0,0,0,3.7,12.7,0,1,Non-Dropout
3,11.0,4,1,11.5,32,120.0,14,120.0,9085,14,9,9,-0.92,44,37,37,0,1,6,6,39,1,0,0,0.3,16.2,0,1,Dropout
1,10.0,2,1,10.5,24,113.2,11,110.0,9254,14,7,9,1.74,1,37,37,0,0,6,6,1,1,0,0,1.4,10.8,0,4,Dropout
6,13.98333333,6,1,13.98333333,18,135.8,7,146.0,9500,7,8,5,0.32,17,19,37,0,0,7,7,1,1,0,0,2.6,7.6,0,4,Non-Dropout
6,12.83333333,6,1,13.0,18,143.5,6,148.0,9238,6,9,9,1.74,1,37,37,0,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,13.0,6,1,13.66666667,18,148.9,6,145.0,9238,6,7,4,1.74,1,19,37,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,0,0,0.0,27,115.6,8,133.1,9003,8,7,4,-4.06,39,38,38,0,0,6,6,1,1,0,0,2.8,15.5,0,1,Dropout
5,15.4,5,1,14.4,18,159.3,5,160.0,9147,5,5,9,0.32,1,38,37,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Non-Dropout
4,11.25,4,1,12.0,26,138.5,9,150.0,9991,10,8,9,-1.7,39,19,37,0,0,5,5,1,0,0,0,3.7,12.7,0,1,Non-Dropout
6,13.66666667,6,1,14.16666667,19,133.2,7,130.0,9853,6,4,9,0.32,1,19,12,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
6,12.0,5,1,12.2,19,117.6,7,120.0,8014,8,0,0,0.32,17,37,34,0,0,6,6,1,1,0,0,2.6,7.6,0,2,Non-Dropout
3,12.66666667,3,1,12.0,21,108.7,9,115.0,9147,8,5,5,-3.12,18,1,37,0,0,5,5,1,1,0,1,-0.8,9.4,0,2,Non-Dropout
1,11.0,2,1,10.5,24,106.0,14,133.1,9147,11,6,4,-1.7,1,1,19,0,0,5,5,1,1,0,0,3.7,12.7,0,4,Non-Dropout
2,10.5,3,1,12.33333333,20,122.6,11,120.0,9853,8,10,9,-1.7,17,37,37,0,0,6,6,1,0,0,0,3.7,12.7,0,1,Dropout
5,12.2,5,1,12.2,18,127.4,7,134.0,9853,7,9,5,1.74,1,19,1,0,0,6,6,1,1,0,0,1.4,10.8,0,4,Non-Dropout
0,0.0,0,1,0.0,30,100.0,6,133.1,9003,6,9,9,2.02,39,19,19,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Dropout
6,13.16666667,6,0,11.5,22,95.0,8,133.1,9853,10,9,9,2.02,1,19,37,0,1,7,7,1,1,0,0,0.6,11.1,0,1,Non-Dropout
10,11.61538462,9,1,10.88888889,21,130.0,18,130.0,9147,9,8,9,1.74,7,37,19,0,0,10,9,3,0,0,0,1.4,10.8,0,1,Non-Dropout
8,11.675,6,1,12.16666667,26,122.8,8,120.0,9556,12,5,4,0.79,39,19,19,0,0,8,7,1,0,0,0,-0.3,13.9,0,1,Dropout
1,12.0,2,1,10.0,23,115.0,9,115.0,9147,7,7,7,-3.12,17,19,19,0,0,5,5,1,1,0,1,-0.8,9.4,0,1,Non-Dropout
6,12.16666667,6,1,12.66666667,18,145.9,6,135.0,9070,6,9,5,-0.92,17,19,37,1,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
5,12.2,5,1,11.4,21,143.0,8,133.1,9070,9,9,5,-1.7,1,1,37,0,1,6,6,1,1,0,0,3.7,12.7,0,1,Dropout
0,0.0,0,1,0.0,18,100.0,0,145.0,171,0,9,9,0.79,43,19,38,1,0,0,0,1,0,0,0,-0.3,13.9,0,1,Dropout
4,12.0,2,1,13.0,21,121.3,8,130.0,9085,14,5,5,-3.12,17,19,37,0,0,5,5,1,1,1,2,-0.8,9.4,0,3,Non-Dropout
5,12.0,5,1,13.4,18,121.2,7,118.0,9853,8,7,7,0.32,17,38,38,0,0,6,6,1,1,0,0,2.6,7.6,0,3,Non-Dropout
5,12.8,6,1,13.5,19,125.1,8,138.0,9853,6,9,5,-1.7,17,37,37,1,0,6,6,1,1,0,0,3.7,12.7,0,3,Dropout
3,11.33333333,4,1,12.25,22,112.9,11,122.0,9254,14,9,4,0.32,17,1,1,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
6,12.83333333,6,1,12.28571429,19,120.8,7,126.0,9238,7,8,5,1.79,1,38,19,0,0,6,6,1,1,0,0,0.5,12.4,0,3,Non-Dropout
0,0.0,0,0,0.0,19,114.0,8,121.0,9085,12,8,9,-3.12,1,38,37,0,0,5,5,1,1,1,4,-0.8,9.4,0,5,Dropout
1,13.0,2,1,10.5,19,132.1,11,152.0,9238,10,5,7,-3.12,17,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Dropout
5,12.0,3,1,14.0,27,160.0,8,160.0,9085,12,192,192,-3.12,44,37,37,0,0,5,5,39,0,1,2,-0.8,9.4,0,1,Non-Dropout
5,12.2,5,1,14.2,22,134.0,10,134.0,9085,7,5,5,-1.7,10,37,37,0,0,5,5,1,1,0,0,3.7,12.7,0,1,Non-Dropout
6,13.14285714,5,1,13.0,18,124.2,7,128.0,9773,8,7,9,-4.06,1,37,1,0,0,6,6,1,1,0,0,2.8,15.5,0,1,Dropout
4,12.75,6,1,11.0,20,115.6,8,125.0,9254,6,5,5,-3.12,17,38,38,0,0,6,6,1,1,0,0,-0.8,9.4,0,4,Non-Dropout
2,10.0,3,1,11.0,34,128.2,7,130.0,9991,9,9,9,-3.12,43,37,37,0,0,7,8,1,0,0,0,-0.8,9.4,0,1,Dropout
8,13.75555556,6,1,12.38571429,18,132.8,9,138.0,9500,9,8,5,0.79,17,1,38,0,0,8,7,1,1,0,0,-0.3,13.9,0,2,Non-Dropout
4,12.25,4,1,14.75,20,123.1,7,121.0,9773,12,5,5,-3.12,17,1,1,0,0,6,6,1,1,0,0,-0.8,9.4,1,2,Non-Dropout
5,15.83333333,5,1,16.16666667,20,125.6,6,134.0,9130,6,5,5,-1.7,1,1,19,0,0,5,5,1,1,0,0,3.7,12.7,0,1,Non-Dropout
0,0.0,0,1,0.0,25,115.0,8,130.0,9991,7,9,4,-0.92,39,1,38,0,0,5,5,1,0,0,0,0.3,16.2,1,1,Dropout
3,13.0,5,1,12.4,18,123.6,9,126.0,9119,6,9,2,3.51,1,3,19,0,0,5,5,1,1,0,0,1.4,8.9,1,4,Dropout
4,13.0,5,0,11.6,18,141.7,11,148.0,9130,8,9,9,3.51,1,1,1,0,0,6,6,1,0,0,0,1.4,8.9,1,1,Dropout
0,0.0,5,1,12.2,18,139.0,13,160.0,9853,8,7,5,-3.12,17,19,38,1,0,6,6,1,1,0,0,-0.8,9.4,0,1,Dropout
5,12.8,5,1,11.0,19,118.0,7,118.0,9254,7,4,5,1.79,17,1,19,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
5,12.4,6,1,12.33333333,19,142.0,7,150.0,9853,8,5,5,1.74,17,38,19,1,0,6,6,1,1,0,0,1.4,10.8,0,2,Dropout
6,12.57142857,6,1,14.83333333,21,143.4,7,140.0,9238,6,5,5,0.79,44,1,1,1,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
10,11.9,9,1,11.55555556,29,115.9,17,100.0,9070,15,2,2,-3.12,42,3,2,0,0,11,10,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,11.83333333,6,1,12.0,20,105.1,6,110.0,9070,6,9,9,1.79,1,1,37,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
10,12.6,11,1,12.72727273,21,138.0,11,140.0,8014,13,193,134,3.51,51,19,37,1,1,11,13,42,1,0,0,1.4,8.9,0,1,Non-Dropout
1,11.0,2,1,10.5,34,114.7,1,133.1,9991,2,8,9,1.74,43,37,37,0,0,1,2,1,0,0,0,1.4,10.8,0,1,Dropout
6,12.0,6,1,12.33333333,20,130.5,6,140.0,9773,6,9,3,-1.7,1,1,37,0,0,6,6,1,1,0,0,3.7,12.7,0,4,Non-Dropout
1,12.0,0,1,0.0,24,134.3,7,110.0,9991,10,9,9,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,1,1,Dropout
8,14.38888889,7,1,14.84285714,18,137.5,9,148.0,9500,7,3,4,-0.92,1,1,1,0,0,8,7,1,0,0,0,0.3,16.2,1,1,Non-Dropout
7,12.2,7,1,12.2,19,125.3,7,137.0,9500,7,4,4,0.32,1,1,19,0,0,7,7,1,0,0,0,2.6,7.6,1,1,Non-Dropout
4,11.75,4,1,10.8,18,111.3,10,120.0,9147,10,7,7,-4.06,1,1,19,1,0,5,5,1,0,0,0,2.8,15.5,1,1,Non-Dropout
5,14.33333333,4,1,12.75,28,144.8,7,120.0,9991,7,5,9,1.74,39,38,38,0,0,5,5,1,0,0,0,1.4,10.8,1,9,Non-Dropout
1,12.0,2,1,11.0,28,152.1,12,130.0,9991,13,7,9,2.02,39,1,1,0,0,5,5,1,0,0,0,0.6,11.1,1,1,Dropout
0,0.0,4,1,10.75,20,126.1,12,132.0,9254,9,5,0,0.32,17,38,38,0,0,6,6,1,0,0,0,2.6,7.6,1,1,Dropout
8,12.55375,8,1,12.55375,22,136.0,9,130.0,9500,9,4,7,-3.12,43,1,1,0,0,8,8,1,1,1,1,-0.8,9.4,1,1,Non-Dropout
7,12.66571429,7,1,12.66571429,19,124.3,8,128.0,9500,8,4,4,1.74,1,19,1,0,0,8,8,1,1,0,0,1.4,10.8,1,4,Non-Dropout
4,13.0,6,1,12.71428571,20,129.9,8,132.0,9670,10,5,7,1.79,1,1,19,0,0,6,6,1,1,0,0,0.5,12.4,1,1,Non-Dropout
0,0.0,2,1,11.75,26,136.1,10,133.1,9556,7,4,2,1.79,39,3,1,0,0,5,7,1,0,0,0,0.5,12.4,1,2,Dropout
0,0.0,3,0,11.0,21,115.1,14,120.0,9254,11,9,9,-3.12,1,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,1,2,Dropout
0,0.0,0,1,0.0,18,143.6,0,145.0,171,0,2,2,1.79,16,3,3,0,0,0,0,1,1,0,0,0.5,12.4,1,2,Non-Dropout
5,12.2,5,1,13.4,18,115.8,6,127.0,9147,5,7,9,2.02,17,37,38,0,0,5,5,1,1,0,0,0.6,11.1,1,1,Non-Dropout
17,12.11764706,17,1,12.57894737,22,149.0,20,135.0,171,21,7,4,2.02,1,19,19,0,0,17,17,1,1,0,0,0.6,11.1,1,2,Non-Dropout
0,0.0,0,1,0.0,36,100.0,0,133.1,9119,0,9,9,-0.92,39,37,37,0,0,5,5,19,0,0,0,0.3,16.2,1,1,Dropout
6,11.5,6,1,12.0,20,133.4,8,125.0,9773,8,9,9,0.79,1,38,38,1,0,6,6,1,1,0,0,-0.3,13.9,1,1,Non-Dropout
0,0.0,3,1,12.33333333,20,122.8,9,127.0,9670,6,2,2,1.74,17,3,4,0,0,6,6,1,0,0,0,1.4,10.8,1,5,Dropout
3,13.5,4,1,11.5,25,151.2,11,133.1,9991,11,4,5,1.79,39,37,1,0,0,5,5,1,0,0,0,0.5,12.4,1,1,Dropout
5,13.83333333,5,1,12.8,35,137.0,11,150.0,9003,7,4,6,-4.06,39,37,19,0,0,6,6,1,0,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,0,1,0.0,22,118.0,0,133.1,171,0,7,7,2.02,1,1,37,0,0,0,0,1,0,0,0,0.6,11.1,1,1,Dropout
7,12.14285714,7,1,13.28571429,26,126.4,11,150.0,9070,8,7,3,1.79,43,3,39,0,0,8,7,1,0,0,0,0.5,12.4,1,1,Non-Dropout
2,12.0,4,0,11.8,20,130.0,15,130.0,9003,16,5,9,-0.92,44,38,38,0,1,6,6,39,0,0,0,0.3,16.2,1,1,Dropout
2,13.5,6,1,11.33333333,50,112.5,11,133.1,8014,13,10,9,-0.92,43,37,1,0,0,11,13,12,0,0,0,0.3,16.2,1,1,Dropout
5,12.002,5,1,12.002,20,118.3,12,125.0,9500,12,8,9,1.74,1,19,38,0,0,8,8,1,0,1,1,1.4,10.8,1,1,Dropout
8,13.22222222,5,1,13.97666667,20,121.4,9,127.0,9500,10,8,2,1.79,1,3,1,0,0,8,7,1,0,0,0,0.5,12.4,1,1,Non-Dropout
1,11.0,5,0,15.2,35,140.0,9,140.0,9003,10,10,2,-4.06,7,3,19,0,0,6,6,3,0,0,0,2.8,15.5,1,1,Dropout
6,14.16666667,6,1,13.14285714,19,109.0,8,110.0,9670,7,5,4,-4.06,1,3,19,1,0,6,6,1,0,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,0,1,0.0,43,110.0,5,133.1,9147,14,7,5,-3.12,39,37,37,0,0,5,5,1,0,0,1,-0.8,9.4,1,2,Dropout
7,13.86714286,7,1,13.86714286,19,119.8,11,124.0,9500,11,1,2,1.74,17,3,38,0,0,8,8,1,0,0,0,1.4,10.8,1,5,Non-Dropout
6,12.675,6,1,12.675,25,130.0,11,114.0,9500,11,9,9,-1.7,39,37,37,0,0,8,8,1,0,0,0,3.7,12.7,1,1,Non-Dropout
0,0.0,0,1,0.0,19,167.3,0,155.0,171,0,10,5,0.79,16,1,3,0,0,0,0,1,1,0,0,-0.3,13.9,1,1,Non-Dropout
6,12.5,6,1,12.0,20,111.9,7,114.0,9853,6,9,9,0.32,17,1,19,1,0,6,6,1,1,0,0,2.6,7.6,1,2,Non-Dropout
0,0.0,0,1,0.0,22,136.0,0,133.1,171,0,5,5,-1.7,1,38,37,0,0,0,0,1,1,0,0,3.7,12.7,1,1,Dropout
5,12.2,6,1,11.0,19,124.0,6,125.0,9254,7,3,3,2.02,1,37,37,1,0,6,6,1,0,0,0,0.6,11.1,1,1,Dropout
4,11.33333333,4,1,10.75,32,132.9,11,120.0,9991,11,9,3,0.79,39,19,37,0,0,5,5,1,0,0,0,-0.3,13.9,1,1,Dropout
6,14.16666667,5,1,14.2,57,154.0,6,100.0,9773,7,7,9,-3.12,39,37,37,0,0,6,6,38,1,0,0,-0.8,9.4,1,1,Non-Dropout
4,11.575,4,0,12.6,20,115.0,7,133.1,9500,11,5,3,-0.92,1,1,19,0,0,7,7,1,0,0,0,0.3,16.2,1,1,Dropout
